participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.consent,player.is_dropout,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
47,t97d2gtf,,0,64,64,GoR_8,8,FinalResultsAndDebrief,127.0.0.1,2018-01-18 14:13:28.681639+00:00,1,,,0.00,47,0,0,0.00,1,8,pcv9vutj,,,3WJGKMRWVISRIJY2L74HFODTEJODC6,33D52F3J55ONVY24BOEM7MBKBM7WVO,,0
48,ht4uqcrh,,0,64,64,GoR_8,8,FinalResultsAndDebrief,127.0.0.1,2018-01-18 14:13:28.706273+00:00,1,,,0.00,48,0,0,0.00,1,8,pcv9vutj,,,3WJGKMRWVISRIJY2L74HFODTEJODC6,33D52F3J55ONVY24BOEM7MBKBM7WVO,,0
1,xu1scp0b,,0,65,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:14:54.896486+00:00,1,A1D4CMVMBTSIJQ,3QEMNNSB2YINSM10KS18NLH31THD76,0.19,1,1,0,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
2,n1wmhqau,,0,64,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:14:55.266271+00:00,1,A3ADJ0QTA63S8L,3K2755HG5TM07FG62BZKBDUKZH0DFA,0.00,2,1,0,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
3,1e5tjehf,,0,65,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:14:59.889833+00:00,1,A4J4GGMKJ68L0,36H9ULYP63DDA1GYC7LVEBPX41XFJQ,0.42,3,1,0,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
4,6gfub2f0,,0,64,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:15:12.866566+00:00,1,A1VAGO1PMX7DS3,3KMS4QQVK398LLMGUSL7FQPAJQXFKP,0.00,4,1,0,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
5,aofhwmr3,,0,64,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:15:19.882302+00:00,1,A2H07M249KF7YN,34Q075JO1YWFIGL4J0W474674I8104,0.00,5,1,0,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
6,1jprmvi1,,0,65,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:15:30.772443+00:00,1,A3DTPGXKABAFEJ,30LB5CDZNDTCDC6CRB5WZYQJHXL0ZS,0.50,6,1,0,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
7,fhjpqihq,,0,65,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:15:51.378869+00:00,1,AP43EYS9D1Z9E,33NF62TLXKLOQN8CDICSUOH2CXEKJX,0.86,7,1,0,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
8,toc8zh18,,0,65,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:15:57.084862+00:00,1,A2YE7NBCK14VAQ,30LSNF239VEXEWKG6ULOIRG8II3I2X,0.00,8,1,0,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
9,0je1wjvl,,0,64,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:16:08.954531+00:00,1,A3DLUZLHN9QPHJ,3QXNC7EIPJEX7LOZNDBXMAOQ2UW90L,0.00,9,0,1,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
10,dwcx0b4h,,0,65,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:16:15.778569+00:00,1,A346UAH34GVOZX,35H6S234SBJ9K982MCEXJVTFT1Z65S,0.70,10,1,0,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
11,8zq2wnqi,,0,64,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:16:15.673447+00:00,1,A2DSGT2WC9XV54,3K2755HG5TM07FG62BZKBDUKZH0DFA,0.00,11,1,0,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
12,m1u85g4u,,0,65,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:17:11.907114+00:00,1,A3L6TO881Q0GZS,3FQ5JJ512M7K9DZXSG4KNVYJLHJNK4,0.33,12,1,0,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
13,4hsciq4g,,0,65,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:17:13.790288+00:00,1,AHNI31TC3ROEJ,3RXPCZQMQQUCTKWPX2L7SWTNBZXG1M,0.80,13,1,0,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
14,xy4myz24,,0,64,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:17:15.271016+00:00,1,A204O2CH22KQR,3IO1LGZLKAGS7RR4KAL0VF36VR068U,0.00,14,1,0,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
15,ojlzhn26,,0,65,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:17:18.354002+00:00,1,A2ZEHUBBSFQ25N,3K9FOBBF2I2VTJHFDGGL2VBYAHONL7,0.53,15,1,0,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
16,q7t5tcf9,,0,65,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:17:30.479290+00:00,1,ASHSK5YYB8BSG,33PPO7FECWYKH6IW3J55EA7CF9SID6,0.68,16,1,0,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
17,0j8qg9d8,,0,64,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:17:39.195821+00:00,1,AMGGLXGMFWEN2,3JRJSWSMQI4AJ9EDEB92GMN8W3WE3V,0.00,17,0,1,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
18,ogvcfwoe,,0,64,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:17:54.983295+00:00,1,A53S7J4JGWG38,32M8BPYGAU5NTQSN596DKVA9S18IGG,0.00,18,0,1,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
19,h4hf85hd,,0,64,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:19:58.589960+00:00,1,A1EY7WONSYGBVY,3H7XDTSHKDA5ULCSUQASLMJH7C6WG1,0.00,19,0,1,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
20,nqb9ftu7,,0,65,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:20:15.857264+00:00,1,A31CYXT7WHIG2B,3VJ40NV2QJ61UHPWN4IP3BLKU4FOTQ,0.58,20,1,0,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
21,0cca3xzq,,0,65,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:21:22.143672+00:00,1,A1ND9FU7OO5NQA,3L0KT67Y8FZC9VGJ4RMXVXN06V0YSM,0.13,21,1,0,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
22,axkvqvpw,,0,64,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:21:49.471133+00:00,1,A2BACJE00ZUDXS,3LJ7UR74RIWZVBAU7OH4GE9NOVTN4E,0.00,22,0,1,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
23,m00rz59m,,0,65,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:22:05.649471+00:00,1,A299J4PKHAEU9H,3BDCF01OGYDP5ILTKIPWJB95E1SYL8,0.05,23,1,0,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
24,rqxh4ise,,0,65,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:23:23.799525+00:00,1,A2V8LLZRTOP79S,32RIADZISTNWBO2ZFKYQF8JTBU1S4V,0.43,24,1,0,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
25,7171xb0j,,0,65,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:24:21.668303+00:00,1,A1F8ZAE0P2RA8O,3PB5A5BD0WPQ46BRMI2GT6K0ELY7GB,0.39,25,1,0,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
26,aj77ylop,,0,65,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:25:14.666368+00:00,1,A34X7ZCR1JY139,3OB0CAO74I8NJM23TXAYRJGYXKKHYL,0.25,26,1,0,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
27,e0kjw29r,,0,64,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:26:20.895579+00:00,1,ATZ32H3UZ6747,39U1BHVTDMAC8SWA46YXF8N9ZDK3TB,0.27,27,1,0,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
28,6jpiloo6,,0,64,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:26:27.393274+00:00,1,A3T4SWIVIT1M8T,3BV8HQ2ZZXK6QFKJH85ER691LF1A63,0.00,28,1,0,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
29,awsvqo0e,,0,64,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:26:31.799814+00:00,1,A3QX9ABC1DVMQG,3YHH42UU5CYS8NP8CAENRJFL2OE0LA,0.00,29,0,1,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
30,4y9qw2g3,,0,64,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:26:47.823761+00:00,1,A1BM57TUNAQIXM,3QY5DC2MXS3MOHRSO6P9LDY8LHWFUN,0.00,30,1,0,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
31,xb6l2aag,,0,64,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:35:33.358828+00:00,1,A1VJN1Y35LDNPE,3CFJTT4SXU940XHMC62JEIXGTYRI7F,0.00,31,1,0,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
32,0nbyuyku,,0,64,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:37:00.073033+00:00,1,A2WGW5Y3ZFBDEC,3WI0P0II62BXA5LFT6ZES28325DDR7,0.00,32,1,0,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
33,rff0oq1e,,0,64,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:48:23.007311+00:00,1,A18S7VHZ6X4F93,3WLEIWSYHP0XI19W0C33IFFTI5RH26,0.00,33,1,0,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
34,q1xdze2t,,0,64,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:51:09.956110+00:00,1,A34FEDYGGZ4BN8,3MYYFCXHJ4QTLJT8KK49QU0QNKB4GT,0.00,34,1,0,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
35,xzyfgsnn,,0,64,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:54:13.162981+00:00,1,A1PM7FDW2B194T,3YHH42UU5CYS8NP8CAENRJFL2PHL00,0.00,35,1,0,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
36,t9ecqg8w,,0,64,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:55:28.547618+00:00,1,AAURS65ZO4SXC,33OOO72IVI40LSSTXZ9Y8BR35R0TC4,0.00,36,0,1,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
37,sxwytl70,,0,64,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:57:20.167112+00:00,1,A3GFZCYNU9ZS16,30BXRYBRP5GJUH73EWSA6MVIMDNHWR,0.00,37,1,0,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
38,bef070pg,,0,64,64,GoR_4,8,FinalResultsAndDebrief,127.0.0.1,2018-01-19 09:01:43.822135+00:00,1,,,0.00,38,0,1,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
39,x8g6thds,,0,64,64,GoR_4,8,FinalResultsAndDebrief,127.0.0.1,2018-01-19 09:01:43.851297+00:00,1,,,0.00,39,0,1,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
40,aofw6khj,,0,64,64,GoR_4,8,FinalResultsAndDebrief,127.0.0.1,2018-01-19 09:01:43.877739+00:00,1,,,0.00,40,0,1,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
41,g6y42i0c,,0,64,64,GoR_4,8,FinalResultsAndDebrief,127.0.0.1,2018-01-19 09:01:43.904069+00:00,1,,,0.00,41,0,1,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
42,152s9rhc,,0,64,64,GoR_4,8,FinalResultsAndDebrief,127.0.0.1,2018-01-19 09:01:43.933742+00:00,1,,,0.00,42,0,1,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
43,fzjfutuc,,0,64,64,GoR_4,8,FinalResultsAndDebrief,127.0.0.1,2018-01-19 09:01:43.965217+00:00,1,,,0.00,43,0,1,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
44,y8b1vt59,,0,64,64,GoR_4,8,FinalResultsAndDebrief,127.0.0.1,2018-01-19 09:01:43.992512+00:00,1,,,0.00,44,0,1,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
45,p2535m4a,,0,64,64,GoR_4,8,FinalResultsAndDebrief,127.0.0.1,2018-01-19 09:01:44.019668+00:00,1,,,0.00,45,0,1,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
46,67xvz4z4,,0,64,64,GoR_4,8,FinalResultsAndDebrief,127.0.0.1,2018-01-19 09:01:44.050089+00:00,1,,,0.00,46,0,1,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
47,ic9grqak,,0,64,64,GoR_4,8,FinalResultsAndDebrief,127.0.0.1,2018-01-19 09:01:44.104943+00:00,1,,,0.00,47,0,1,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
48,j8r3wukp,,0,64,64,GoR_4,8,FinalResultsAndDebrief,127.0.0.1,2018-01-19 09:01:44.175874+00:00,1,,,0.00,48,0,1,0.00,1,1,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
1,xu1scp0b,,0,65,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:14:54.896486+00:00,1,A1D4CMVMBTSIJQ,3QEMNNSB2YINSM10KS18NLH31THD76,0.19,1,0,0,0.00,1,2,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
2,n1wmhqau,,0,64,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:14:55.266271+00:00,1,A3ADJ0QTA63S8L,3K2755HG5TM07FG62BZKBDUKZH0DFA,0.00,2,0,0,0.00,1,2,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
3,1e5tjehf,,0,65,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:14:59.889833+00:00,1,A4J4GGMKJ68L0,36H9ULYP63DDA1GYC7LVEBPX41XFJQ,0.42,3,0,0,0.00,1,2,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
4,6gfub2f0,,0,64,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:15:12.866566+00:00,1,A1VAGO1PMX7DS3,3KMS4QQVK398LLMGUSL7FQPAJQXFKP,0.00,4,0,0,0.00,1,2,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
5,aofhwmr3,,0,64,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:15:19.882302+00:00,1,A2H07M249KF7YN,34Q075JO1YWFIGL4J0W474674I8104,0.00,5,0,0,0.00,1,2,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
6,1jprmvi1,,0,65,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:15:30.772443+00:00,1,A3DTPGXKABAFEJ,30LB5CDZNDTCDC6CRB5WZYQJHXL0ZS,0.50,6,0,0,0.00,1,2,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
7,fhjpqihq,,0,65,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:15:51.378869+00:00,1,AP43EYS9D1Z9E,33NF62TLXKLOQN8CDICSUOH2CXEKJX,0.86,7,0,0,0.00,1,2,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
8,toc8zh18,,0,65,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:15:57.084862+00:00,1,A2YE7NBCK14VAQ,30LSNF239VEXEWKG6ULOIRG8II3I2X,0.00,8,0,0,0.00,1,2,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
9,0je1wjvl,,0,64,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:16:08.954531+00:00,1,A3DLUZLHN9QPHJ,3QXNC7EIPJEX7LOZNDBXMAOQ2UW90L,0.00,9,0,0,0.00,1,2,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
10,dwcx0b4h,,0,65,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:16:15.778569+00:00,1,A346UAH34GVOZX,35H6S234SBJ9K982MCEXJVTFT1Z65S,0.70,10,0,0,0.00,1,2,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
11,8zq2wnqi,,0,64,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:16:15.673447+00:00,1,A2DSGT2WC9XV54,3K2755HG5TM07FG62BZKBDUKZH0DFA,0.00,11,0,0,0.00,1,2,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
12,m1u85g4u,,0,65,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:17:11.907114+00:00,1,A3L6TO881Q0GZS,3FQ5JJ512M7K9DZXSG4KNVYJLHJNK4,0.33,12,0,0,0.00,1,2,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
13,4hsciq4g,,0,65,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:17:13.790288+00:00,1,AHNI31TC3ROEJ,3RXPCZQMQQUCTKWPX2L7SWTNBZXG1M,0.80,13,0,0,0.00,1,2,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
14,xy4myz24,,0,64,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:17:15.271016+00:00,1,A204O2CH22KQR,3IO1LGZLKAGS7RR4KAL0VF36VR068U,0.00,14,0,0,0.00,1,2,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
15,ojlzhn26,,0,65,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:17:18.354002+00:00,1,A2ZEHUBBSFQ25N,3K9FOBBF2I2VTJHFDGGL2VBYAHONL7,0.53,15,0,0,0.00,1,2,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
16,q7t5tcf9,,0,65,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:17:30.479290+00:00,1,ASHSK5YYB8BSG,33PPO7FECWYKH6IW3J55EA7CF9SID6,0.68,16,0,0,0.00,1,2,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
17,0j8qg9d8,,0,64,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:17:39.195821+00:00,1,AMGGLXGMFWEN2,3JRJSWSMQI4AJ9EDEB92GMN8W3WE3V,0.00,17,0,0,0.00,1,2,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
18,ogvcfwoe,,0,64,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:17:54.983295+00:00,1,A53S7J4JGWG38,32M8BPYGAU5NTQSN596DKVA9S18IGG,0.00,18,0,0,0.00,1,2,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
19,h4hf85hd,,0,64,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:19:58.589960+00:00,1,A1EY7WONSYGBVY,3H7XDTSHKDA5ULCSUQASLMJH7C6WG1,0.00,19,0,0,0.00,1,2,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
20,nqb9ftu7,,0,65,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:20:15.857264+00:00,1,A31CYXT7WHIG2B,3VJ40NV2QJ61UHPWN4IP3BLKU4FOTQ,0.58,20,0,0,0.00,1,2,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
21,0cca3xzq,,0,65,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:21:22.143672+00:00,1,A1ND9FU7OO5NQA,3L0KT67Y8FZC9VGJ4RMXVXN06V0YSM,0.13,21,0,0,0.00,1,2,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
22,axkvqvpw,,0,64,64,GoR_4,8,FinalResultsAndDebrief,172.16.176.137,2018-01-19 08:21:49.471133+00:00,1,A2BACJE00ZUDXS,3LJ7UR74RIWZVBAU7OH4GE9NOVTN4E,0.00,22,0,0,0.00,1,2,eyoujoi5,,,3WPCIUYH1AR8400D7TZ74YDX25VTDC,330XZFCZ8SLN7635GYAT8N16N3ZXT4,,0
